"u_id","total_trips","avg_stay_length","avg_checked_bags","cancellation_rate","total_spend","avg_flight_discount_used","avg_hotel_discount_used","booking_rate","child_flag"
"472966","2","0.33","0.00","0.00","1513.92","0.00","0.01","0.22","0"
"473332","4","1.75","0.13","0.00","5481.63","0.04","0.03","0.50","0"
"473343","3","1.00","0.38","0.00","2099.02","0.01","0.00","0.38","0"
"473402","3","4.50","0.63","0.13","6763.79","0.00","0.01","0.50","0"
"473467","4","1.00","0.22","0.00","3414.96","0.00","0.06","0.44","0"
"473568","1","0.25","0.13","0.00","1124.32","0.07","0.03","0.13","1"
"473712","6","2.00","0.25","0.00","4657.09","0.03","0.00","0.75","0"
"473847","1","0.63","0.13","0.00","1906.08","0.05","0.03","0.13","1"
"474007","1","0.13","0.00","0.00","223.23","0.00","0.00","0.13","0"
"474120","4","2.50","0.38","0.13","10750.95","0.05","0.03","0.63","1"
"474239","1","0.00","0.25","0.13","9479.06","0.00","0.00","0.25","1"
"474261","3","2.63","0.13","0.00","3102.7","0.04","0.02","0.38","0"
"474278","0","0.00","0.00","0.00","0","0.03","0.10","0.00","0"
"474384","4","0.88","0.50","0.00","2908.17","0.04","0.00","0.50","0"
"474464","3","0.75","0.63","0.00","4334.45","0.03","0.01","0.38","0"
"474546","5","2.13","0.13","0.00","5650.98","0.02","0.05","0.63","0"
"474951","5","1.20","0.20","0.00","3333.07","0.04","0.01","0.50","0"
"474980","3","1.25","0.00","0.00","2691.66","0.01","0.00","0.38","0"
"475060","2","0.88","0.25","0.00","1082.48","0.02","0.02","0.25","0"
"475130","6","0.88","0.63","0.00","4134.57","0.01","0.04","0.75","1"
"475467","3","1.00","0.38","0.00","2941.39","0.03","0.03","0.38","0"
"475531","4","0.78","0.33","0.00","2255.80","0.00","0.01","0.44","0"
"476081","4","1.13","0.00","0.00","2018.72","0.01","0.00","0.50","1"
"476104","7","2.25","0.88","0.00","9390.31","0.00","0.00","0.88","1"
"476124","3","1.13","0.25","0.00","2657.52","0.01","0.02","0.38","0"
"476173","1","1.63","0.00","0.00","3315","0.00","0.01","0.13","0"
"476270","3","1.75","0.13","0.00","3022.29","0.00","0.01","0.38","0"
"476393","2","0.50","0.13","0.00","1721.33","0.03","0.00","0.25","0"
"476436","4","1.50","0.25","0.00","3499.01","0.00","0.00","0.50","1"
"476535","4","0.78","0.33","0.00","2300.21","0.00","0.01","0.44","1"
"476665","6","2.38","0.50","0.00","11089.01","0.01","0.00","0.75","0"
"476693","4","1.13","0.25","0.00","3728.21","0.01","0.03","0.50","0"
"476714","3","1.38","0.25","0.00","4375.66","0.01","0.01","0.38","0"
"476742","2","1.13","0.13","0.00","2855.8","0.01","0.02","0.25","1"
"476916","0","0.00","0.00","0.00","0","0.01","0.03","0.00","1"
"476956","3","0.88","0.00","0.00","2062.52","0.01","0.01","0.38","0"
"477285","2","0.63","0.13","0.00","1593.56","0.01","0.03","0.25","0"
"477316","4","1.63","0.25","0.00","2864.27","0.00","0.01","0.50","0"
"477597","2","0.75","0.00","0.00","2258.00","0.07","0.00","0.25","1"
"477730","5","2.88","0.00","0.00","10835.71","0.00","0.02","0.63","0"
"477805","1","1.25","0.00","0.00","2000","0.01","0.03","0.13","0"
"478003","3","0.40","0.10","0.00","2323.54","0.01","0.01","0.30","0"
"478146","3","1.00","0.50","0.13","2614.81","0.03","0.04","0.50","0"
"478188","3","1.38","0.25","0.00","1769.93","0.00","0.01","0.38","0"
"478228","2","1.63","0.00","0.00","1770.98","0.00","0.01","0.25","0"
"478291","2","0.38","0.25","0.00","1436.32","0.01","0.00","0.25","1"
"478533","1","0.63","0.00","0.00","880.66","0.01","0.00","0.13","0"
"478585","5","1.13","0.38","0.00","4770.16","0.00","0.00","0.63","0"
"478760","2","0.13","0.25","0.13","12050.36","0.10","0.03","0.38","0"
"478801","3","0.80","0.20","0.00","1554.22","0.02","0.02","0.30","0"
"478834","0","0.00","0.00","0.00","0","0.06","0.01","0.00","1"
"479071","5","1.22","0.22","0.00","3473.60","0.02","0.00","0.56","0"
"479078","1","0.88","0.00","0.00","1695.86","0.03","0.01","0.13","0"
"479101","1","0.13","0.13","0.00","271.63","0.01","0.01","0.13","1"
"479254","3","0.89","0.11","0.00","2564.25","0.01","0.02","0.33","0"
"479524","1","1.78","0.22","0.11","11555.36","0.03","0.03","0.22","0"
"479785","0","0.00","0.00","0.00","0","0.04","0.03","0.00","1"
"480186","0","0.00","0.00","0.00","0","0.00","0.01","0.00","0"
"480313","3","0.75","0.38","0.13","1536.27","0.04","0.02","0.50","0"
"480331","3","1.00","0.13","0.00","2545.80","0.04","0.01","0.38","0"
"480690","4","1.25","0.25","0.00","3531.59","0.02","0.01","0.50","0"
"480796","3","1.50","0.13","0.00","2946.21","0.00","0.00","0.38","1"
"480877","4","0.75","0.50","0.00","3148.27","0.03","0.04","0.50","0"
"480895","3","2.13","0.13","0.13","8507.11","0.02","0.00","0.50","0"
"480975","0","0.00","0.00","0.00","0","0.05","0.03","0.00","0"
"481050","2","1.13","0.13","0.00","1488.63","0.01","0.00","0.25","1"
"481245","2","1.89","0.00","0.00","1821.36","0.07","0.00","0.22","0"
"481292","4","0.75","0.50","0.00","2567.23","0.03","0.00","0.50","0"
"481358","1","0.00","0.00","0.00","9.27","0.11","0.00","0.13","0"
"481554","5","2.22","0.33","0.00","8437.63","0.00","0.02","0.56","0"
"481622","4","1.50","0.00","0.00","5629.92","0.02","0.01","0.50","0"
"481772","3","4.25","0.13","0.00","9687.92","0.05","0.00","0.38","0"
"481781","0","0.00","0.00","0.00","0","0.01","0.00","0.00","0"
"482264","4","2.25","0.25","0.00","3581.13","0.00","0.03","0.50","1"
"482335","1","0.22","0.00","0.00","228","0.00","0.02","0.11","0"
"482424","4","1.33","0.22","0.00","3716.56","0.04","0.03","0.44","0"
"482548","4","1.50","0.50","0.13","12263.40","0.00","0.00","0.63","1"
"482602","4","0.63","0.25","0.00","1899.98","0.01","0.01","0.50","0"
"482621","2","1.63","0.13","0.00","4183.2","0.06","0.00","0.25","1"
"482630","2","0.50","0.13","0.00","1184.38","0.00","0.03","0.25","0"
"482744","4","1.56","0.44","0.00","2754.31","0.02","0.02","0.44","0"
"482811","1","0.00","0.25","0.13","4183.34","0.01","0.02","0.25","0"
"483224","3","1.13","0.13","0.00","1932.94","0.01","0.01","0.38","0"
"483237","4","2.00","0.25","0.00","5760.38","0.01","0.02","0.50","0"
"483345","5","1.88","0.25","0.00","5490.71","0.00","0.03","0.63","1"
"483480","5","2.00","0.25","0.00","3537.83","0.01","0.04","0.63","1"
"483483","2","0.50","0.13","0.00","845.81","0.04","0.01","0.25","1"
"483525","1","0.38","0.13","0.00","819.81","0.06","0.03","0.13","1"
"483603","4","0.44","0.00","0.00","2616.13","0.04","0.01","0.44","0"
"483928","5","1.88","0.25","0.00","3872.77","0.03","0.00","0.63","0"
"483982","2","1.13","0.13","0.00","2217.73","0.04","0.00","0.25","0"
"484249","3","3.13","0.00","0.00","11177.69","0.03","0.01","0.38","0"
"484342","1","0.00","0.00","0.13","700.2","0.00","0.00","0.25","0"
"484418","3","1.63","0.25","0.00","2649.46","0.02","0.00","0.38","0"
"484987","4","2.38","0.38","0.00","3439.53","0.05","0.02","0.50","0"
"485149","3","0.56","0.11","0.00","1872.83","0.02","0.01","0.33","0"
"485260","2","0.75","0.13","0.00","1668.96","0.03","0.03","0.25","1"
"485393","1","3.75","0.00","0.13","10078.30","0.01","0.01","0.25","0"
"485505","2","0.75","0.25","0.00","1968.62","0.03","0.00","0.25","0"
"485518","0","0.00","0.00","0.00","0","0.06","0.03","0.00","0"
"485536","0","0.00","0.00","0.00","0","0.03","0.01","0.00","1"
"485544","8","3.88","0.38","0.00","15169.72","0.03","0.00","1.00","0"
"485591","4","1.63","0.00","0.00","6174.79","0.01","0.06","0.50","0"
"485658","3","1.00","0.50","0.13","2420.98","0.03","0.00","0.50","0"
"485780","3","2.00","0.13","0.00","6055.60","0.00","0.01","0.38","1"
"485785","3","0.75","0.25","0.00","3131.63","0.08","0.01","0.38","0"
"485891","2","3.25","0.00","0.13","20055.86","0.00","0.01","0.38","1"
"485894","3","2.13","0.13","0.00","8001.47","0.01","0.00","0.38","1"
"486046","1","1.38","0.00","0.00","1056","0.05","0.04","0.13","0"
"486113","2","0.50","0.13","0.00","1227.63","0.04","0.04","0.25","0"
"486191","1","0.75","0.00","0.00","1872","0.04","0.00","0.13","0"
"486261","2","1.13","0.00","0.00","1932.45","0.03","0.00","0.25","0"
"486268","0","0.00","0.00","0.00","0","0.06","0.04","0.00","0"
"486270","3","1.50","0.13","0.00","3484.01","0.05","0.00","0.38","0"
"486366","3","1.50","0.13","0.00","3162.38","0.00","0.01","0.38","0"
"486447","1","0.00","0.00","0.13","1088.82","0.00","0.04","0.25","1"
"486454","3","0.88","0.00","0.00","1392.87","0.00","0.01","0.38","1"
"486605","1","0.38","0.00","0.00","1401.44","0.03","0.04","0.13","0"
"486671","5","1.63","0.25","0.00","6895.83","0.01","0.00","0.63","1"
"486751","4","1.60","0.40","0.10","7038.93","0.01","0.03","0.50","0"
"486823","3","0.63","0.13","0.00","5387.20","0.01","0.02","0.38","0"
"487002","1","0.88","0.00","0.00","877.15","0.02","0.00","0.13","0"
"487036","1","0.11","0.11","0.00","429.5","0.00","0.02","0.11","1"
"487040","3","0.75","0.38","0.00","2901.20","0.03","0.01","0.38","1"
"487101","4","1.13","0.25","0.00","3526.05","0.01","0.02","0.50","0"
"487276","4","2.00","0.25","0.00","3687.07","0.03","0.00","0.50","0"
"487352","2","1.00","0.00","0.00","1411.39","0.01","0.03","0.25","1"
"487453","6","4.13","0.50","0.13","9291.59","0.01","0.05","0.88","0"
"487637","3","1.25","0.13","0.00","1747.21","0.01","0.01","0.38","1"
"487680","3","1.56","0.11","0.11","6916.87","0.00","0.01","0.44","1"
"487715","5","1.25","0.13","0.13","6135.53","0.01","0.03","0.75","0"
"487858","3","1.38","0.13","0.00","2914.70","0.00","0.00","0.38","0"
"487954","4","2.22","0.22","0.00","8450.16","0.11","0.01","0.44","0"
"488009","2","0.25","0.00","0.00","583.46","0.00","0.00","0.25","0"
"488099","0","0.00","0.00","0.00","0","0.02","0.00","0.00","0"
"488246","1","0.63","0.00","0.00","1670","0.04","0.03","0.13","0"
"488314","4","1.50","0.38","0.13","6820.79","0.00","0.03","0.63","0"
"488410","3","1.38","0.13","0.00","1208.87","0.00","0.00","0.38","1"
"488430","1","0.00","0.00","0.13","4933.94","0.03","0.00","0.25","0"
"488462","5","1.75","0.13","0.00","2168.81","0.01","0.02","0.63","0"
"488480","3","0.38","0.25","0.13","2682.59","0.08","0.02","0.50","0"
"488511","3","2.63","0.00","0.00","7462.85","0.04","0.00","0.38","0"
"488529","3","0.88","0.13","0.00","5188.29","0.00","0.05","0.38","1"
"488539","0","0.00","0.00","0.00","0","0.02","0.01","0.00","0"
"488672","4","2.25","0.25","0.00","5237.04","0.03","0.02","0.50","0"
"488827","6","1.63","0.25","0.00","2211.78","0.04","0.03","0.75","0"
"488865","3","1.50","0.38","0.00","1684.10","0.00","0.01","0.38","0"
"488870","3","5.22","0.22","0.11","7045.49","0.01","0.01","0.44","1"
"488918","6","2.25","0.38","0.00","7583.06","0.00","0.06","0.75","0"
"488974","3","0.63","0.25","0.00","768.85","0.03","0.01","0.38","0"
"489096","3","0.63","0.00","0.00","2760.48","0.03","0.00","0.38","0"
"489131","0","0.00","0.00","0.00","0","0.01","0.01","0.00","0"
"489575","4","0.78","0.33","0.00","2191.27","0.04","0.00","0.44","1"
"489635","4","1.50","0.25","0.00","4246.76","0.05","0.00","0.50","0"
"489661","1","0.63","0.00","0.00","1320","0.03","0.00","0.13","0"
"489730","4","0.88","0.25","0.00","2193.08","0.03","0.00","0.50","0"
"489785","3","2.00","0.11","0.00","3020.71","0.02","0.02","0.33","1"
"489786","0","0.00","0.00","0.00","0","0.02","0.01","0.00","0"
"489802","1","0.63","0.00","0.00","1094.32","0.00","0.00","0.13","0"
"489844","3","2.13","0.25","0.00","3053.05","0.00","0.02","0.38","1"
"489852","2","1.50","0.13","0.00","3231.03","0.01","0.03","0.25","0"
"489949","3","1.38","0.00","0.13","8013.03","0.03","0.00","0.50","1"
"489953","6","2.13","0.63","0.00","8940.04","0.02","0.01","0.75","1"
"489992","3","1.50","0.13","0.00","5868.31","0.01","0.02","0.38","0"
"490040","3","1.38","0.00","0.00","6140.96","0.06","0.01","0.38","0"
"490107","5","1.88","0.50","0.00","3894.63","0.04","0.03","0.63","0"
"490133","5","3.25","0.38","0.00","5629.31","0.00","0.01","0.63","1"
"490201","2","1.00","0.25","0.00","1262.65","0.02","0.03","0.25","1"
"490348","1","0.38","0.13","0.00","1199.54","0.00","0.00","0.13","0"
"490358","2","0.88","0.38","0.00","1987.25","0.03","0.01","0.25","1"
"490517","3","0.25","0.38","0.00","1435.36","0.01","0.01","0.38","1"
"490576","2","0.75","0.13","0.00","1614.62","0.03","0.04","0.25","0"
"490608","2","0.22","0.33","0.00","2138.80","0.03","0.01","0.22","0"
"490629","4","1.63","0.25","0.00","3366.98","0.01","0.00","0.50","1"
"490671","4","1.44","0.44","0.00","3240.77","0.01","0.01","0.44","1"
"491003","1","0.25","0.00","0.00","691.8","0.04","0.04","0.13","1"
"491124","4","2.25","0.00","0.00","7423.08","0.06","0.00","0.50","0"
"491141","5","1.63","0.38","0.00","7090.25","0.03","0.00","0.63","0"
"491175","4","1.40","0.20","0.00","3642.23","0.00","0.00","0.40","1"
"491182","5","1.67","0.33","0.00","3336.54","0.02","0.00","0.56","0"
"491241","3","0.75","0.00","0.00","3620.46","0.06","0.00","0.38","1"
"491266","3","0.50","0.38","0.00","2859.26","0.03","0.01","0.38","0"
"491559","3","0.75","0.00","0.00","2342.91","0.02","0.00","0.38","0"
"491597","2","0.38","0.25","0.00","2373.05","0.11","0.01","0.25","0"
"491617","4","3.11","0.44","0.00","7584.12","0.02","0.01","0.44","0"
"491706","2","0.63","0.00","0.00","2399.45","0.06","0.03","0.25","0"
"491772","4","1.88","0.13","0.00","3769.07","0.04","0.01","0.50","0"
"491925","6","2.63","0.00","0.00","5898.87","0.00","0.01","0.75","0"
"491930","3","1.00","0.38","0.00","2612.37","0.00","0.00","0.38","0"
"491995","1","1.00","0.00","0.13","3496","0.02","0.00","0.25","0"
"492209","4","0.88","0.13","0.00","2673.43","0.00","0.01","0.50","0"
"492211","1","0.75","0.00","0.00","1076.85","0.03","0.07","0.13","0"
"492287","2","0.78","0.33","0.00","5244.69","0.04","0.02","0.22","0"
"492371","2","1.00","0.13","0.00","1231.46","0.01","0.04","0.25","0"
"492497","1","0.00","0.25","0.13","10625.44","0.00","0.00","0.25","0"
"492614","0","0.00","0.00","0.00","0","0.09","0.02","0.00","0"
"492999","1","0.25","0.00","0.00","1208.3","0.00","0.00","0.13","0"
"493177","4","3.38","0.25","0.00","6417.39","0.00","0.03","0.50","0"
"493409","5","3.13","0.50","0.00","5389.09","0.00","0.00","0.63","0"
"493476","1","0.25","0.00","0.00","775.03","0.08","0.01","0.13","1"
"493718","4","2.44","0.00","0.00","10537.76","0.03","0.04","0.44","1"
"494294","4","1.75","0.38","0.00","4261.33","0.02","0.04","0.50","0"
"494374","2","0.50","0.13","0.00","1430.43","0.07","0.01","0.25","0"
"494382","5","2.50","0.13","0.00","3975.62","0.00","0.01","0.63","1"
"494441","0","0.00","0.00","0.00","0","0.00","0.03","0.00","1"
"494463","4","0.38","0.13","0.00","1417.06","0.04","0.02","0.50","1"
"494484","3","2.88","0.13","0.00","6956.62","0.04","0.03","0.38","0"
"494590","4","2.00","0.38","0.00","6445.74","0.06","0.04","0.50","0"
"494630","1","0.67","0.00","0.00","384","0.01","0.02","0.11","0"
"494680","4","1.50","0.13","0.00","3388.26","0.00","0.01","0.50","0"
"494704","6","1.88","0.25","0.00","4309.88","0.00","0.03","0.75","0"
"494985","6","3.13","0.25","0.00","6577.71","0.00","0.00","0.75","0"
"495029","4","1.89","0.33","0.11","2793.14","0.04","0.01","0.56","0"
"495042","5","2.00","0.13","0.00","5671.36","0.03","0.01","0.63","0"
"495080","1","0.13","0.00","0.00","613.01","0.03","0.03","0.13","0"
"495272","3","1.56","0.11","0.00","2665.81","0.12","0.02","0.33","0"
"495273","6","5.88","0.63","0.00","10125.37","0.02","0.04","0.75","0"
"495386","3","0.88","0.25","0.00","2599.14","0.06","0.04","0.38","1"
"495482","5","3.00","0.11","0.00","5609.12","0.03","0.02","0.56","0"
"495592","0","0.00","0.00","0.00","0","0.03","0.03","0.00","1"
"495603","5","4.38","0.13","0.00","5940.55","0.02","0.00","0.63","0"
"495727","6","2.88","0.88","0.00","8529.17","0.01","0.00","0.75","0"
"496016","4","1.25","0.38","0.00","3252.96","0.06","0.03","0.50","0"
"496074","0","0.00","0.00","0.00","0","0.00","0.07","0.00","0"
"496273","4","1.89","0.22","0.00","3050.57","0.05","0.02","0.44","0"
"496286","3","0.75","0.38","0.00","4119.37","0.00","0.00","0.38","0"
"496332","4","2.50","0.38","0.00","7343.27","0.03","0.01","0.50","0"
"496382","4","1.00","0.50","0.00","3108.23","0.01","0.03","0.50","0"
"496408","5","1.70","0.30","0.10","4476.51","0.02","0.01","0.60","0"
"496566","4","1.38","0.25","0.00","5748.79","0.00","0.02","0.50","0"
"496899","2","0.75","0.38","0.13","3087.11","0.00","0.03","0.38","0"
"496972","3","0.22","0.11","0.00","1372.93","0.04","0.00","0.33","0"
"497042","4","1.75","0.00","0.00","3183.82","0.05","0.00","0.50","1"
"497077","4","8.75","0.13","0.25","11648.71","0.01","0.01","0.75","0"
"497108","3","0.50","0.13","0.00","1735.66","0.02","0.01","0.38","0"
"497225","5","2.50","0.13","0.00","5728.02","0.04","0.00","0.63","0"
"497475","4","0.50","0.38","0.00","5990.72","0.02","0.02","0.50","0"
"497615","3","1.88","0.25","0.00","4423.28","0.07","0.01","0.38","1"
"497678","2","0.67","0.11","0.00","1631.98","0.00","0.03","0.22","0"
"497680","3","1.13","0.13","0.00","1628.69","0.05","0.06","0.38","1"
"497829","2","0.63","0.13","0.00","2052.95","0.06","0.01","0.25","1"
"497915","4","1.25","0.50","0.00","3557.58","0.00","0.02","0.50","0"
"498154","2","0.50","0.13","0.00","1125.29","0.03","0.00","0.25","0"
"498199","3","1.25","0.00","0.00","2024.72","0.05","0.04","0.38","0"
"498287","5","1.13","0.50","0.00","6314.69","0.00","0.01","0.63","0"
"498298","3","3.00","0.25","0.00","5298.05","0.00","0.01","0.38","0"
"498357","5","2.13","0.50","0.00","6549.97","0.05","0.02","0.63","0"
"498363","2","0.63","0.00","0.00","1246.06","0.02","0.03","0.25","0"
"498500","4","1.88","0.13","0.13","4248.40","0.01","0.04","0.50","1"
"498574","4","1.63","0.25","0.00","3009.96","0.03","0.02","0.50","0"
"498607","2","0.38","0.25","0.00","1644.56","0.04","0.00","0.25","0"
"498665","6","2.13","0.50","0.13","5330.54","0.02","0.00","0.88","0"
"498857","3","1.13","0.25","0.00","1907.40","0.03","0.01","0.38","0"
"498931","2","1.63","0.00","0.00","3284.30","0.04","0.00","0.25","1"
"499028","3","1.25","0.13","0.00","1628.31","0.00","0.00","0.38","0"
"499038","4","1.25","0.38","0.00","5348.50","0.00","0.03","0.50","0"
"499252","1","0.88","0.25","0.00","1126.21","0.01","0.04","0.13","0"
"499313","1","1.00","0.13","0.00","900.12","0.07","0.00","0.13","0"
"499366","4","1.13","0.63","0.00","5379.83","0.03","0.00","0.50","0"
"499375","5","1.63","0.38","0.00","5116.13","0.01","0.01","0.63","0"
"499379","2","0.78","0.00","0.00","1366.23","0.03","0.04","0.22","0"
"499461","2","0.63","0.00","0.00","1545.46","0.00","0.01","0.25","0"
"499475","3","0.88","0.00","0.00","1726.82","0.04","0.00","0.38","0"
"499633","5","1.25","0.63","0.00","2858.59","0.01","0.03","0.63","0"
"499634","1","0.22","0.11","0.00","341.83","0.02","0.00","0.11","1"
"499659","1","1.00","0.00","0.00","2544","0.00","0.02","0.13","1"
"499669","1","0.30","0.10","0.00","1026.98","0.02","0.01","0.10","1"
"499751","4","2.33","0.44","0.00","5432.93","0.00","0.00","0.44","0"
"499760","0","0.00","0.00","0.00","0","0.01","0.02","0.00","1"
"499780","0","0.00","0.00","0.00","0","0.01","0.00","0.00","1"
"499810","3","1.89","0.11","0.00","3600.96","0.01","0.01","0.33","0"
"499847","3","1.00","0.00","0.00","3634.28","0.03","0.01","0.33","1"
"499969","1","1.13","0.00","0.00","351","0.01","0.01","0.13","0"
"499979","5","1.30","0.10","0.00","5497.25","0.01","0.01","0.50","0"
"499990","3","1.38","0.38","0.13","6237.88","0.03","0.01","0.50","0"
"500078","2","1.00","0.25","0.00","907.78","0.00","0.00","0.25","0"
"500196","2","0.75","0.13","0.00","2014.17","0.01","0.01","0.25","0"
"500243","1","0.22","0.00","0.00","384.6","0.02","0.03","0.11","0"
"500257","2","0.50","0.13","0.00","1290.59","0.01","0.01","0.25","0"
"500288","0","0.00","0.00","0.00","0","0.00","0.01","0.00","1"
"500299","1","0.25","0.00","0.00","360","0.00","0.00","0.13","0"
"500493","3","1.13","0.13","0.00","8085.10","0.00","0.02","0.38","1"
"500532","1","0.25","0.00","0.00","566","0.04","0.01","0.13","1"
"500646","3","2.75","0.13","0.00","5040.25","0.04","0.11","0.38","0"
"500745","4","1.75","0.13","0.00","2919.31","0.02","0.01","0.50","0"
"500773","4","2.13","0.00","0.00","5709.40","0.02","0.03","0.50","0"
"500791","1","0.75","0.00","0.00","900","0.03","0.03","0.13","0"
"500828","3","0.63","0.13","0.00","1916.51","0.06","0.03","0.38","0"
