"u_id","perk_label","total_trips","total_spend","avg_stay_length","age","gender","child_flag"
"483982","Exclusive discounts","2","2217.73","1.13","19","F","0"
"484249","Free hotel meal","3","11177.69","3.13","43","F","0"
"484342","Free checked bag","1","700.2","0.00","19","F","0"
"484418","Free checked bag","3","2649.46","1.63","38","F","0"
"484987","Exclusive discounts","4","3439.53","2.38","57","F","0"
"485149","Free checked bag","3","1872.83","0.56","43","F","0"
"485260","Exclusive discounts","2","1668.96","0.75","50","F","1"
"485393","Free hotel meal","1","10078.30","3.75","27","F","0"
"485505","Exclusive discounts","2","1968.62","0.75","28","F","0"
"485518","Exclusive discounts","0","0","0.00","28","F","0"
"485536","Exclusive discounts","0","0","0.00","37","F","1"
"485544","Free hotel meal","8","15169.72","3.88","42","F","0"
"485591","1 night free hotel with flight","4","6174.79","1.63","50","F","0"
"485658","Exclusive discounts","3","2420.98","1.00","33","F","0"
"485780","1 night free hotel with flight","3","6055.60","2.00","40","F","1"
"485785","Exclusive discounts","3","3131.63","0.75","32","F","0"
"485891","Free hotel meal","2","20055.86","3.25","34","F","1"
"485894","1 night free hotel with flight","3","8001.47","2.13","43","F","1"
"486046","Exclusive discounts","1","1056","1.38","74","F","0"
"486113","Exclusive discounts","2","1227.63","0.50","49","F","0"
"486191","Exclusive discounts","1","1872","0.75","69","F","0"
"486261","Exclusive discounts","2","1932.45","1.13","38","F","0"
"486268","Exclusive discounts","0","0","0.00","26","F","0"
"486270","Exclusive discounts","3","3484.01","1.50","29","F","0"
"486366","Free checked bag","3","3162.38","1.50","48","F","0"
"486447","Exclusive discounts","1","1088.82","0.00","27","F","1"
"486454","Free checked bag","3","1392.87","0.88","46","M","1"
"486605","Exclusive discounts","1","1401.44","0.38","31","F","0"
"486671","1 night free hotel with flight","5","6895.83","1.63","56","F","1"
"486751","1 night free hotel with flight","4","7038.93","1.60","50","F","0"
"486823","1 night free hotel with flight","3","5387.20","0.63","27","F","0"
"487002","Free checked bag","1","877.15","0.88","21","F","0"
"487036","Exclusive discounts","1","429.5","0.11","41","F","1"
"487040","Exclusive discounts","3","2901.20","0.75","37","F","1"
"487101","1 night free hotel with flight","4","3526.05","1.13","40","F","0"
"487276","1 night free hotel with flight","4","3687.07","2.00","66","F","0"
"487352","Exclusive discounts","2","1411.39","1.00","19","F","1"
"487453","Free hotel meal","6","9291.59","4.13","43","F","0"
"487637","Free checked bag","3","1747.21","1.25","52","M","1"
"487680","1 night free hotel with flight","3","6916.87","1.56","51","F","1"
"487715","1 night free hotel with flight","5","6135.53","1.25","50","F","0"
"487858","Free checked bag","3","2914.70","1.38","42","F","0"
"487954","1 night free hotel with flight","4","8450.16","2.22","42","M","0"
"488009","Free checked bag","2","583.46","0.25","48","F","0"
"488099","Free checked bag","0","0","0.00","18","F","0"
"488246","Exclusive discounts","1","1670","0.63","19","F","0"
"488314","1 night free hotel with flight","4","6820.79","1.50","58","F","0"
"488410","Free checked bag","3","1208.87","1.38","52","F","1"
"488430","Exclusive discounts","1","4933.94","0.00","18","F","0"
"488462","Exclusive discounts","5","2168.81","1.75","45","F","0"
"488480","Exclusive discounts","3","2682.59","0.38","42","M","0"
"488511","Free hotel meal","3","7462.85","2.63","46","F","0"
"488529","1 night free hotel with flight","3","5188.29","0.88","48","F","1"
"488539","Free checked bag","0","0","0.00","51","F","0"
"488672","1 night free hotel with flight","4","5237.04","2.25","50","F","0"
"488827","Exclusive discounts","6","2211.78","1.63","37","F","0"
"488865","Free checked bag","3","1684.10","1.50","36","F","0"
"488870","Free hotel meal","3","7045.49","5.22","59","F","1"
"488918","1 night free hotel with flight","6","7583.06","2.25","48","F","0"
"488974","Exclusive discounts","3","768.85","0.63","55","F","0"
"489096","Exclusive discounts","3","2760.48","0.63","39","F","0"
"489131","Free checked bag","0","0","0.00","24","F","0"
"489575","Exclusive discounts","4","2191.27","0.78","46","F","1"
"489635","1 night free hotel with flight","4","4246.76","1.50","49","M","0"
"489661","Exclusive discounts","1","1320","0.63","21","F","0"
"489730","Exclusive discounts","4","2193.08","0.88","44","F","0"
"489785","Exclusive discounts","3","3020.71","2.00","38","F","1"
"489786","Free checked bag","0","0","0.00","52","F","0"
"489802","Free checked bag","1","1094.32","0.63","40","F","0"
"489844","Exclusive discounts","3","3053.05","2.13","49","F","1"
"489852","Exclusive discounts","2","3231.03","1.50","51","F","0"
"489949","1 night free hotel with flight","3","8013.03","1.38","49","F","1"
"489953","Free checked bag","6","8940.04","2.13","41","F","1"
"489992","1 night free hotel with flight","3","5868.31","1.50","30","M","0"
"490040","1 night free hotel with flight","3","6140.96","1.38","46","F","0"
"490107","1 night free hotel with flight","5","3894.63","1.88","37","F","0"
"490133","Free hotel meal","5","5629.31","3.25","51","F","1"
"490201","Exclusive discounts","2","1262.65","1.00","43","F","1"
"490348","Free checked bag","1","1199.54","0.38","39","F","0"
"490358","Exclusive discounts","2","1987.25","0.88","29","F","1"
"490517","Free checked bag","3","1435.36","0.25","52","F","1"
"490576","Exclusive discounts","2","1614.62","0.75","57","M","0"
"490608","Exclusive discounts","2","2138.80","0.22","36","F","0"
"490629","Free checked bag","4","3366.98","1.63","38","F","1"
"490671","Free checked bag","4","3240.77","1.44","37","F","1"
"491003","Exclusive discounts","1","691.8","0.25","39","F","1"
"491124","1 night free hotel with flight","4","7423.08","2.25","55","M","0"
"491141","1 night free hotel with flight","5","7090.25","1.63","51","F","0"
"491175","1 night free hotel with flight","4","3642.23","1.40","57","F","1"
"491182","Free checked bag","5","3336.54","1.67","47","F","0"
"491241","1 night free hotel with flight","3","3620.46","0.75","51","F","1"
"491266","Exclusive discounts","3","2859.26","0.50","43","F","0"
"491559","Free checked bag","3","2342.91","0.75","49","F","0"
"491597","Exclusive discounts","2","2373.05","0.38","46","F","0"
"491617","Free hotel meal","4","7584.12","3.11","54","F","0"
"491706","Exclusive discounts","2","2399.45","0.63","45","M","0"
"491772","1 night free hotel with flight","4","3769.07","1.88","56","F","0"
"491925","Free hotel meal","6","5898.87","2.63","54","M","0"
"491930","Free checked bag","3","2612.37","1.00","42","F","0"
"491995","Free checked bag","1","3496","1.00","18","M","0"
"492209","Free checked bag","4","2673.43","0.88","43","F","0"
"492211","Exclusive discounts","1","1076.85","0.75","23","M","0"
"492287","Exclusive discounts","2","5244.69","0.78","39","F","0"
"492371","Exclusive discounts","2","1231.46","1.00","44","M","0"
"492497","Free checked bag","1","10625.44","0.00","42","F","0"
"492614","Exclusive discounts","0","0","0.00","20","F","0"
"492999","Free checked bag","1","1208.3","0.25","31","F","0"
"493177","Free hotel meal","4","6417.39","3.38","47","F","0"
"493409","Free hotel meal","5","5389.09","3.13","29","M","0"
"493476","Exclusive discounts","1","775.03","0.25","43","F","1"
"493718","1 night free hotel with flight","4","10537.76","2.44","54","F","1"
"494294","1 night free hotel with flight","4","4261.33","1.75","40","F","0"
"494374","Exclusive discounts","2","1430.43","0.50","48","F","0"
"494382","1 night free hotel with flight","5","3975.62","2.50","40","F","1"
"494441","Exclusive discounts","0","0","0.00","46","F","1"
"494463","Exclusive discounts","4","1417.06","0.38","36","F","1"
"494484","Free hotel meal","3","6956.62","2.88","19","F","0"
"494590","1 night free hotel with flight","4","6445.74","2.00","29","F","0"
"494630","Exclusive discounts","1","384","0.67","19","F","0"
"494680","Free checked bag","4","3388.26","1.50","28","F","0"
"494704","1 night free hotel with flight","6","4309.88","1.88","43","M","0"
"494985","Free hotel meal","6","6577.71","3.13","50","F","0"
"495029","Exclusive discounts","4","2793.14","1.89","45","F","0"
"495042","1 night free hotel with flight","5","5671.36","2.00","49","F","0"
"495080","Exclusive discounts","1","613.01","0.13","35","F","0"
"495272","Exclusive discounts","3","2665.81","1.56","34","F","0"
"495273","Free checked bag","6","10125.37","5.88","31","F","0"
"495386","Exclusive discounts","3","2599.14","0.88","55","F","1"
"495482","Free hotel meal","5","5609.12","3.00","37","F","0"
"495592","Exclusive discounts","0","0","0.00","56","M","1"
"495603","Free hotel meal","5","5940.55","4.38","30","F","0"
"495727","Free checked bag","6","8529.17","2.88","49","F","0"
"496016","Exclusive discounts","4","3252.96","1.25","43","F","0"
"496074","Exclusive discounts","0","0","0.00","30","F","0"
"496273","Exclusive discounts","4","3050.57","1.89","56","F","0"
"496286","1 night free hotel with flight","3","4119.37","0.75","41","M","0"
"496332","1 night free hotel with flight","4","7343.27","2.50","47","F","0"
"496382","Exclusive discounts","4","3108.23","1.00","44","F","0"
"496408","1 night free hotel with flight","5","4476.51","1.70","45","F","0"
"496566","1 night free hotel with flight","4","5748.79","1.38","48","F","0"
"496899","Exclusive discounts","2","3087.11","0.75","24","F","0"
"496972","Exclusive discounts","3","1372.93","0.22","35","F","0"
"497042","Exclusive discounts","4","3183.82","1.75","57","F","1"
"497077","No cancelation fee","4","11648.71","8.75","43","F","0"
"497108","Free checked bag","3","1735.66","0.50","48","F","0"
"497225","1 night free hotel with flight","5","5728.02","2.50","49","F","0"
"497475","1 night free hotel with flight","4","5990.72","0.50","48","F","0"
"497615","1 night free hotel with flight","3","4423.28","1.88","47","F","1"
"497678","Exclusive discounts","2","1631.98","0.67","43","F","0"
"497680","Exclusive discounts","3","1628.69","1.13","41","F","1"
"497829","Exclusive discounts","2","2052.95","0.63","57","M","1"
"497915","1 night free hotel with flight","4","3557.58","1.25","40","F","0"
"498154","Exclusive discounts","2","1125.29","0.50","45","F","0"
"498199","Exclusive discounts","3","2024.72","1.25","46","F","0"
"498287","1 night free hotel with flight","5","6314.69","1.13","43","M","0"
"498298","Free hotel meal","3","5298.05","3.00","18","F","0"
"498357","1 night free hotel with flight","5","6549.97","2.13","45","F","0"
"498363","Exclusive discounts","2","1246.06","0.63","50","F","0"
"498500","1 night free hotel with flight","4","4248.40","1.88","51","F","1"
"498574","Exclusive discounts","4","3009.96","1.63","38","F","0"
"498607","Exclusive discounts","2","1644.56","0.38","44","F","0"
"498665","1 night free hotel with flight","6","5330.54","2.13","37","F","0"
"498857","Exclusive discounts","3","1907.40","1.13","38","F","0"
"498931","Exclusive discounts","2","3284.30","1.63","59","F","1"
"499028","Free checked bag","3","1628.31","1.25","38","F","0"
"499038","1 night free hotel with flight","4","5348.50","1.25","32","F","0"
"499252","Exclusive discounts","1","1126.21","0.88","40","F","0"
"499313","Exclusive discounts","1","900.12","1.00","46","F","0"
"499366","Free checked bag","4","5379.83","1.13","49","F","0"
"499375","1 night free hotel with flight","5","5116.13","1.63","44","F","0"
"499379","Exclusive discounts","2","1366.23","0.78","66","F","0"
"499461","Free checked bag","2","1545.46","0.63","52","F","0"
"499475","Exclusive discounts","3","1726.82","0.88","39","F","0"
"499633","Free checked bag","5","2858.59","1.25","32","F","0"
"499634","Free checked bag","1","341.83","0.22","36","F","1"
"499659","Exclusive discounts","1","2544","1.00","59","F","1"
"499669","Free checked bag","1","1026.98","0.30","33","F","1"
"499751","1 night free hotel with flight","4","5432.93","2.33","54","F","0"
"499760","Exclusive discounts","0","0","0.00","50","F","1"
"499780","Free checked bag","0","0","0.00","38","F","1"
"499810","Free checked bag","3","3600.96","1.89","46","M","0"
"499847","Exclusive discounts","3","3634.28","1.00","50","F","1"
"499969","Free checked bag","1","351","1.13","26","F","0"
"499979","1 night free hotel with flight","5","5497.25","1.30","50","F","0"
"499990","1 night free hotel with flight","3","6237.88","1.38","38","F","0"
"500078","Free checked bag","2","907.78","1.00","47","F","0"
"500196","Free checked bag","2","2014.17","0.75","53","F","0"
"500243","Exclusive discounts","1","384.6","0.22","26","F","0"
"500257","Free checked bag","2","1290.59","0.50","45","F","0"
"500288","Free checked bag","0","0","0.00","19","F","1"
"500299","Free checked bag","1","360","0.25","20","F","0"
"500493","1 night free hotel with flight","3","8085.10","1.13","42","F","1"
"500532","Exclusive discounts","1","566","0.25","38","F","1"
"500646","Free hotel meal","3","5040.25","2.75","48","F","0"
"500745","Free checked bag","4","2919.31","1.75","29","F","0"
"500773","1 night free hotel with flight","4","5709.40","2.13","28","F","0"
"500791","Exclusive discounts","1","900","0.75","74","F","0"
"500828","Exclusive discounts","3","1916.51","0.63","46","F","0"
"500972","1 night free hotel with flight","3","4376.17","0.75","42","F","1"
"500974","Free hotel meal","6","5305.95","3.63","43","F","0"
"501087","Exclusive discounts","2","2161.27","0.75","58","F","0"
"501125","Free checked bag","2","2392.00","1.25","47","M","1"
"501184","Free hotel meal","4","9680.19","3.88","56","F","1"
"501322","1 night free hotel with flight","4","4630.71","1.44","55","F","1"
"501344","Exclusive discounts","1","95.59","0.00","51","M","0"
"501436","Free checked bag","4","15388.92","4.25","32","F","0"
"501512","Exclusive discounts","2","1359.95","0.88","36","F","1"
"501708","Exclusive discounts","1","4156.46","0.00","25","F","0"
"501735","Exclusive discounts","3","1558.08","0.63","34","F","0"
"501764","Exclusive discounts","2","2057.37","1.00","48","F","0"
"501780","Free checked bag","0","0","0.00","18","M","1"
"501794","Exclusive discounts","4","2889.45","2.25","44","F","0"
"501817","Free checked bag","3","6165.68","1.11","51","F","0"
"501830","Exclusive discounts","2","3558.97","1.11","35","F","1"
"501897","Exclusive discounts","1","936","1.13","45","F","1"
"501947","1 night free hotel with flight","5","5629.16","0.90","53","F","1"
"502063","Free checked bag","1","942.73","0.75","50","F","0"
"502145","1 night free hotel with flight","4","5082.91","1.30","40","F","0"
"502210","1 night free hotel with flight","4","4112.51","1.75","44","F","0"
"502212","Free checked bag","1","899.35","0.25","26","F","0"
"502353","Free hotel meal","5","11366.17","3.13","40","F","0"
"502412","Exclusive discounts","3","1884.22","2.38","56","F","1"
"502435","Exclusive discounts","2","1739.34","0.88","41","F","1"
"502444","1 night free hotel with flight","6","4057.60","2.00","35","F","0"
"502609","Free checked bag","5","2588.39","1.33","51","F","0"
"502626","Exclusive discounts","2","1483.23","0.63","39","F","1"
"502799","Exclusive discounts","4","3022.24","1.50","48","F","0"
